sequence,tx_ns,rx_ns,latency_ns
2997,200000000,200006196,6196
2998,200000000,200006198,6198
2999,200000000,200006200,6200
3000,200000000,200006202,6202
3001,200000000,200006204,6204
3002,200000000,200006206,6206
3003,200000000,200006208,6208
3004,200000000,200006210,6210
3005,200000000,200006212,6212
3006,200000000,200006214,6214
3007,200000000,200006216,6216
3008,200000000,200006218,6218
3009,200000000,200006220,6220
3010,200000000,200006222,6222
3011,200000000,200006224,6224
3012,200000000,200006226,6226
3013,200000000,200006228,6228
3014,200000000,200006230,6230
3015,200000000,200006232,6232
3016,200000000,200006234,6234
3017,200000000,200006236,6236
3018,200000000,200006238,6238
3019,200000000,200006240,6240
3020,200000000,200006242,6242
3021,200000000,200006244,6244
3022,200000000,200006246,6246
3023,200000000,200006248,6248
3024,200000000,200006250,6250
3025,200000000,200006252,6252
3026,200000000,200006254,6254
3027,200000000,200006256,6256
3028,200000000,200006258,6258
3029,200000000,200006260,6260
3030,200000000,200006262,6262
3031,200000000,200006264,6264
3032,200000000,200006266,6266
3033,200000000,200006268,6268
3034,200000000,200006270,6270
3035,200000000,200006272,6272
3036,200000000,200006274,6274
3037,200000000,200006276,6276
3038,200000000,200006278,6278
3039,200000000,200006280,6280
3040,200000000,200006282,6282
3041,200000000,200006284,6284
3042,200000000,200006286,6286
3043,200000000,200006288,6288
3044,200000000,200006290,6290
3045,200000000,200006292,6292
3046,200000000,200006294,6294
3047,200000000,200006296,6296
3048,200000000,200006298,6298
3049,200000000,200006300,6300
3050,200000000,200006302,6302
3051,200000000,200006304,6304
3052,200000000,200006306,6306
3053,200000000,200006308,6308
3054,200000000,200006310,6310
3055,200000000,200006312,6312
3056,200000000,200006314,6314
3057,200000000,200006316,6316
3058,200000000,200006318,6318
3059,200000000,200006320,6320
3060,200000000,200006322,6322
3061,200000000,200006324,6324
3062,200000000,200006326,6326
3063,200000000,200006328,6328
3064,200000000,200006330,6330
3065,200000000,200006332,6332
3066,200000000,200006334,6334
3067,200000000,200006336,6336
3068,200000000,200006338,6338
3069,200000000,200006340,6340
3070,200000000,200006342,6342
3071,200000000,200006344,6344
3072,200000000,200006346,6346
3073,200000000,200006348,6348
3074,200000000,200006350,6350
3075,200000000,200006352,6352
3076,200000000,200006354,6354
3077,200000000,200006356,6356
3078,200000000,200006358,6358
3079,200000000,200006360,6360
3080,200000000,200006362,6362
3081,200000000,200006364,6364
3082,200000000,200006366,6366
3083,200000000,200006368,6368
3084,200000000,200006370,6370
3085,200000000,200006372,6372
3086,200000000,200006374,6374
3087,200000000,200006376,6376
3088,200000000,200006378,6378
3089,200000000,200006380,6380
3090,200000000,200006382,6382
3091,200000000,200006384,6384
3092,200000000,200006386,6386
3093,200000000,200006388,6388
3094,200000000,200006390,6390
3095,200000000,200006392,6392
3096,200000000,200006394,6394
3097,200000000,200006396,6396
3098,200000000,200006398,6398
3099,200000000,200006400,6400
3100,200000000,200006402,6402
3101,200000000,200006404,6404
3102,200000000,200006406,6406
3103,200000000,200006408,6408
3104,200000000,200006410,6410
3105,200000000,200006412,6412
3106,200000000,200006414,6414
3107,200000000,200006416,6416
3108,200000000,200006418,6418
3109,200000000,200006420,6420
3110,200000000,200006422,6422
3111,200000000,200006424,6424
3112,200000000,200006426,6426
3113,200000000,200006428,6428
3114,200000000,200006430,6430
3115,200000000,200006432,6432
3116,200000000,200006434,6434
3117,200000000,200006436,6436
3118,200000000,200006438,6438
3119,200000000,200006440,6440
3120,200000000,200006442,6442
3121,200000000,200006444,6444
3122,200000000,200006446,6446
3123,200000000,200006448,6448
3124,200000000,200006450,6450
3125,200000000,200006452,6452
3126,200000000,200006454,6454
3127,200000000,200006456,6456
3128,200000000,200006458,6458
3129,200000000,200006460,6460
3130,200000000,200006462,6462
3131,200000000,200006464,6464
3132,200000000,200006466,6466
3133,200000000,200006468,6468
3134,200000000,200006470,6470
3135,200000000,200006472,6472
3136,200000000,200006474,6474
3137,200000000,200006476,6476
3138,200000000,200006478,6478
3139,200000000,200006480,6480
3140,200000000,200006482,6482
3141,200000000,200006484,6484
3142,200000000,200006486,6486
3143,200000000,200006488,6488
3144,200000000,200006490,6490
3145,200000000,200006492,6492
3146,200000000,200006494,6494
3147,200000000,200006496,6496
3148,200000000,200006498,6498
3149,200000000,200006500,6500
3150,200000000,200006502,6502
3151,200000000,200006504,6504
3152,200000000,200006506,6506
3153,200000000,200006508,6508
3154,200000000,200006510,6510
3155,200000000,200006512,6512
3156,200000000,200006514,6514
3157,200000000,200006516,6516
3158,200000000,200006518,6518
3159,200000000,200006520,6520
3160,200000000,200006522,6522
3161,200000000,200006524,6524
3162,200000000,200006526,6526
3163,200000000,200006528,6528
3164,200000000,200006530,6530
3165,200000000,200006532,6532
3166,200000000,200006534,6534
3167,200000000,200006536,6536
3168,200000000,200006538,6538
3169,200000000,200006540,6540
3170,200000000,200006542,6542
3171,200000000,200006544,6544
3172,200000000,200006546,6546
3173,200000000,200006548,6548
3174,200000000,200006550,6550
3175,200000000,200006552,6552
3176,200000000,200006554,6554
3177,200000000,200006556,6556
3178,200000000,200006558,6558
3179,200000000,200006560,6560
3180,200000000,200006562,6562
3181,200000000,200006564,6564
3182,200000000,200006566,6566
3183,200000000,200006568,6568
3184,200000000,200006570,6570
3185,200000000,200006572,6572
3186,200000000,200006574,6574
3187,200000000,200006576,6576
3188,200000000,200006578,6578
3189,200000000,200006580,6580
3190,200000000,200006582,6582
3191,200000000,200006584,6584
3192,200000000,200006586,6586
3193,200000000,200006588,6588
3194,200000000,200006590,6590
3195,200000000,200006592,6592
3196,200000000,200006594,6594
3197,200000000,200006596,6596
3198,200000000,200006598,6598
3199,200000000,200006600,6600
3200,200000000,200006602,6602
3201,200000000,200006604,6604
3202,200000000,200006606,6606
3203,200000000,200006608,6608
3204,200000000,200006610,6610
3205,200000000,200006612,6612
3206,200000000,200006614,6614
3207,200000000,200006616,6616
3208,200000000,200006618,6618
3209,200000000,200006620,6620
3210,200000000,200006622,6622
3211,200000000,200006624,6624
3212,200000000,200006626,6626
3213,200000000,200006628,6628
3214,200000000,200006630,6630
3215,200000000,200006632,6632
3216,200000000,200006634,6634
3217,200000000,200006636,6636
3218,200000000,200006638,6638
3219,200000000,200006640,6640
3220,200000000,200006642,6642
3221,200000000,200006644,6644
3222,200000000,200006646,6646
3223,200000000,200006648,6648
3224,200000000,200006650,6650
3225,200000000,200006652,6652
3226,200000000,200006654,6654
3227,200000000,200006656,6656
3228,200000000,200006658,6658
3229,200000000,200006660,6660
3230,200000000,200006662,6662
3231,200000000,200006664,6664
3232,200000000,200006666,6666
3233,200000000,200006668,6668
3234,200000000,200006670,6670
3235,200000000,200006672,6672
3236,200000000,200006674,6674
3237,200000000,200006676,6676
3238,200000000,200006678,6678
3239,200000000,200006680,6680
3240,200000000,200006682,6682
3241,200000000,200006684,6684
3242,200000000,200006686,6686
3243,200000000,200006688,6688
3244,200000000,200006690,6690
3245,200000000,200006692,6692
3246,200000000,200006694,6694
3247,200000000,200006696,6696
3248,200000000,200006698,6698
3249,200000000,200006700,6700
3250,200000000,200006702,6702
3251,200000000,200006704,6704
3252,200000000,200006706,6706
3253,200000000,200006708,6708
3254,200000000,200006710,6710
3255,200000000,200006712,6712
3256,200000000,200006714,6714
3257,200000000,200006716,6716
3258,200000000,200006718,6718
3259,200000000,200006720,6720
3260,200000000,200006722,6722
3261,200000000,200006724,6724
3262,200000000,200006726,6726
3263,200000000,200006728,6728
3264,200000000,200006730,6730
3265,200000000,200006732,6732
3266,200000000,200006734,6734
3267,200000000,200006736,6736
3268,200000000,200006738,6738
3269,200000000,200006740,6740
3270,200000000,200006742,6742
3271,200000000,200006744,6744
3272,200000000,200006746,6746
3273,200000000,200006748,6748
3274,200000000,200006750,6750
3275,200000000,200006752,6752
3276,200000000,200006754,6754
3277,200000000,200006756,6756
3278,200000000,200006758,6758
3279,200000000,200006760,6760
3280,200000000,200006762,6762
3281,200000000,200006764,6764
3282,200000000,200006766,6766
3283,200000000,200006768,6768
3284,200000000,200006770,6770
3285,200000000,200006772,6772
3286,200000000,200006774,6774
3287,200000000,200006776,6776
3288,200000000,200006778,6778
3289,200000000,200006780,6780
3290,200000000,200006782,6782
3291,200000000,200006784,6784
3292,200000000,200006786,6786
3293,200000000,200006788,6788
3294,200000000,200006790,6790
3295,200000000,200006792,6792
3296,200000000,200006794,6794
3297,200000000,200006796,6796
3298,200000000,200006798,6798
3299,200000000,200006800,6800
3300,200000000,200006802,6802
3301,200000000,200006804,6804
3302,200000000,200006806,6806
3303,200000000,200006808,6808
3304,200000000,200006810,6810
3305,200000000,200006812,6812
3306,200000000,200006814,6814
3307,200000000,200006816,6816
3308,200000000,200006818,6818
3309,200000000,200006820,6820
3310,200000000,200006822,6822
3311,200000000,200006824,6824
3312,200000000,200006826,6826
3313,200000000,200006828,6828
3314,200000000,200006830,6830
3315,200000000,200006832,6832
3316,200000000,200006834,6834
3317,200000000,200006836,6836
3318,200000000,200006838,6838
3319,200000000,200006840,6840
3320,200000000,200006842,6842
3321,200000000,200006844,6844
3322,200000000,200006846,6846
3323,200000000,200006848,6848
3324,200000000,200006850,6850
3325,200000000,200006852,6852
3326,200000000,200006854,6854
3327,200000000,200006856,6856
3328,200000000,200006858,6858
3329,200000000,200006860,6860
3330,200000000,200006862,6862
3331,200000000,200006864,6864
3332,200000000,200006866,6866
3333,200000000,200006868,6868
3334,200000000,200006870,6870
3335,200000000,200006872,6872
3336,200000000,200006874,6874
3337,200000000,200006876,6876
3338,200000000,200006878,6878
3339,200000000,200006880,6880
3340,200000000,200006882,6882
3341,200000000,200006884,6884
3342,200000000,200006886,6886
3343,200000000,200006888,6888
3344,200000000,200006890,6890
3345,200000000,200006892,6892
3346,200000000,200006894,6894
3347,200000000,200006896,6896
3348,200000000,200006898,6898
3349,200000000,200006900,6900
3350,200000000,200006902,6902
3351,200000000,200006904,6904
3352,200000000,200006906,6906
3353,200000000,200006908,6908
3354,200000000,200006910,6910
3355,200000000,200006912,6912
3356,200000000,200006914,6914
3357,200000000,200006916,6916
3358,200000000,200006918,6918
3359,200000000,200006920,6920
3360,200000000,200006922,6922
3361,200000000,200006924,6924
3362,200000000,200006926,6926
3363,200000000,200006928,6928
3364,200000000,200006930,6930
3365,200000000,200006932,6932
3366,200000000,200006934,6934
3367,200000000,200006936,6936
3368,200000000,200006938,6938
3369,200000000,200006940,6940
3370,200000000,200006942,6942
3371,200000000,200006944,6944
3372,200000000,200006946,6946
3373,200000000,200006948,6948
3374,200000000,200006950,6950
3375,200000000,200006952,6952
3376,200000000,200006954,6954
3377,200000000,200006956,6956
3378,200000000,200006958,6958
3379,200000000,200006960,6960
3380,200000000,200006962,6962
3381,200000000,200006964,6964
3382,200000000,200006966,6966
3383,200000000,200006968,6968
3384,200000000,200006970,6970
3385,200000000,200006972,6972
3386,200000000,200006974,6974
3387,200000000,200006976,6976
3388,200000000,200006978,6978
3389,200000000,200006980,6980
3390,200000000,200006982,6982
3391,200000000,200006984,6984
3392,200000000,200006986,6986
3393,200000000,200006988,6988
3394,200000000,200006990,6990
3395,200000000,200006992,6992
3396,200000000,200006994,6994
3397,200000000,200006996,6996
3398,200000000,200006998,6998
3399,200000000,200007000,7000
3400,200000000,200007002,7002
3401,200000000,200007004,7004
3402,200000000,200007006,7006
3403,200000000,200007008,7008
3404,200000000,200007010,7010
3405,200000000,200007012,7012
3406,200000000,200007014,7014
3407,200000000,200007016,7016
3408,200000000,200007018,7018
3409,200000000,200007020,7020
3410,200000000,200007022,7022
3411,200000000,200007024,7024
3412,200000000,200007026,7026
3413,200000000,200007028,7028
3414,200000000,200007030,7030
3415,200000000,200007032,7032
3416,200000000,200007034,7034
3417,200000000,200007036,7036
3418,200000000,200007038,7038
3419,200000000,200007040,7040
3420,200000000,200007042,7042
3421,200000000,200007044,7044
3422,200000000,200007046,7046
3423,200000000,200007048,7048
3424,200000000,200007050,7050
3425,200000000,200007052,7052
3426,200000000,200007054,7054
3427,200000000,200007056,7056
3428,200000000,200007058,7058
3429,200000000,200007060,7060
3430,200000000,200007062,7062
3431,200000000,200007064,7064
3432,200000000,200007066,7066
3433,200000000,200007068,7068
3434,200000000,200007070,7070
3435,200000000,200007072,7072
3436,200000000,200007074,7074
3437,200000000,200007076,7076
3438,200000000,200007078,7078
3439,200000000,200007080,7080
3440,200000000,200007082,7082
3441,200000000,200007084,7084
3442,200000000,200007086,7086
3443,200000000,200007088,7088
3444,200000000,200007090,7090
3445,200000000,200007092,7092
3446,200000000,200007094,7094
3447,200000000,200007096,7096
3448,200000000,200007098,7098
3449,200000000,200007100,7100
3450,200000000,200007102,7102
3451,200000000,200007104,7104
3452,200000000,200007106,7106
3453,200000000,200007108,7108
3454,200000000,200007110,7110
3455,200000000,200007112,7112
3456,200000000,200007114,7114
3457,200000000,200007116,7116
3458,200000000,200007118,7118
3459,200000000,200007120,7120
3460,200000000,200007122,7122
3461,200000000,200007124,7124
3462,200000000,200007126,7126
3463,200000000,200007128,7128
3464,200000000,200007130,7130
3465,200000000,200007132,7132
3466,200000000,200007134,7134
3467,200000000,200007136,7136
3468,200000000,200007138,7138
3469,200000000,200007140,7140
3470,200000000,200007142,7142
3471,200000000,200007144,7144
3472,200000000,200007146,7146
3473,200000000,200007148,7148
3474,200000000,200007150,7150
3475,200000000,200007152,7152
3476,200000000,200007154,7154
3477,200000000,200007156,7156
3478,200000000,200007158,7158
3479,200000000,200007160,7160
3480,200000000,200007162,7162
3481,200000000,200007164,7164
3482,200000000,200007166,7166
3483,200000000,200007168,7168
3484,200000000,200007170,7170
3485,200000000,200007172,7172
3486,200000000,200007174,7174
3487,200000000,200007176,7176
3488,200000000,200007178,7178
3489,200000000,200007180,7180
3490,200000000,200007182,7182
3491,200000000,200007184,7184
3492,200000000,200007186,7186
3493,200000000,200007188,7188
3494,200000000,200007190,7190
3495,200000000,200007192,7192
3496,200000000,200007194,7194
3497,200000000,200007196,7196
3498,200000000,200007198,7198
3499,200000000,200007200,7200
3500,200000000,200007202,7202
3501,200000000,200007204,7204
3502,200000000,200007206,7206
3503,200000000,200007208,7208
3504,200000000,200007210,7210
3505,200000000,200007212,7212
3506,200000000,200007214,7214
3507,200000000,200007216,7216
3508,200000000,200007218,7218
3509,200000000,200007220,7220
3510,200000000,200007222,7222
3511,200000000,200007224,7224
3512,200000000,200007226,7226
3513,200000000,200007228,7228
3514,200000000,200007230,7230
3515,200000000,200007232,7232
3516,200000000,200007234,7234
3517,200000000,200007236,7236
3518,200000000,200007238,7238
3519,200000000,200007240,7240
3520,200000000,200007242,7242
3521,200000000,200007244,7244
3522,200000000,200007246,7246
3523,200000000,200007248,7248
3524,200000000,200007250,7250
3525,200000000,200007252,7252
3526,200000000,200007254,7254
3527,200000000,200007256,7256
3528,200000000,200007258,7258
3529,200000000,200007260,7260
3530,200000000,200007262,7262
3531,200000000,200007264,7264
3532,200000000,200007266,7266
3533,200000000,200007268,7268
3534,200000000,200007270,7270
3535,200000000,200007272,7272
3536,200000000,200007274,7274
3537,200000000,200007276,7276
3538,200000000,200007278,7278
3539,200000000,200007280,7280
3540,200000000,200007282,7282
3541,200000000,200007284,7284
3542,200000000,200007286,7286
3543,200000000,200007288,7288
3544,200000000,200007290,7290
3545,200000000,200007292,7292
3546,200000000,200007294,7294
3547,200000000,200007296,7296
3548,200000000,200007298,7298
3549,200000000,200007300,7300
3550,200000000,200007302,7302
3551,200000000,200007304,7304
3552,200000000,200007306,7306
3553,200000000,200007308,7308
3554,200000000,200007310,7310
3555,200000000,200007312,7312
3556,200000000,200007314,7314
3557,200000000,200007316,7316
3558,200000000,200007318,7318
3559,200000000,200007320,7320
3560,200000000,200007322,7322
3561,200000000,200007324,7324
3562,200000000,200007326,7326
3563,200000000,200007328,7328
3564,200000000,200007330,7330
3565,200000000,200007332,7332
3566,200000000,200007334,7334
3567,200000000,200007336,7336
3568,200000000,200007338,7338
3569,200000000,200007340,7340
3570,200000000,200007342,7342
3571,200000000,200007344,7344
3572,200000000,200007346,7346
3573,200000000,200007348,7348
3574,200000000,200007350,7350
3575,200000000,200007352,7352
3576,200000000,200007354,7354
3577,200000000,200007356,7356
3578,200000000,200007358,7358
3579,200000000,200007360,7360
3580,200000000,200007362,7362
3581,200000000,200007364,7364
3582,200000000,200007366,7366
3583,200000000,200007368,7368
3584,200000000,200007370,7370
3585,200000000,200007372,7372
3586,200000000,200007374,7374
3587,200000000,200007376,7376
3588,200000000,200007378,7378
3589,200000000,200007380,7380
3590,200000000,200007382,7382
3591,200000000,200007384,7384
3592,200000000,200007386,7386
3593,200000000,200007388,7388
3594,200000000,200007390,7390
3595,200000000,200007392,7392
3596,200000000,200007394,7394
3597,200000000,200007396,7396
3598,200000000,200007398,7398
3599,200000000,200007400,7400
3600,200000000,200007402,7402
3601,200000000,200007404,7404
3602,200000000,200007406,7406
3603,200000000,200007408,7408
3604,200000000,200007410,7410
3605,200000000,200007412,7412
3606,200000000,200007414,7414
3607,200000000,200007416,7416
3608,200000000,200007418,7418
3609,200000000,200007420,7420
3610,200000000,200007422,7422
3611,200000000,200007424,7424
3612,200000000,200007426,7426
3613,200000000,200007428,7428
3614,200000000,200007430,7430
3615,200000000,200007432,7432
3616,200000000,200007434,7434
3617,200000000,200007436,7436
3618,200000000,200007438,7438
3619,200000000,200007440,7440
3620,200000000,200007442,7442
3621,200000000,200007444,7444
3622,200000000,200007446,7446
3623,200000000,200007448,7448
3624,200000000,200007450,7450
3625,200000000,200007452,7452
3626,200000000,200007454,7454
3627,200000000,200007456,7456
3628,200000000,200007458,7458
3629,200000000,200007460,7460
3630,200000000,200007462,7462
3631,200000000,200007464,7464
3632,200000000,200007466,7466
3633,200000000,200007468,7468
3634,200000000,200007470,7470
3635,200000000,200007472,7472
3636,200000000,200007474,7474
3637,200000000,200007476,7476
3638,200000000,200007478,7478
3639,200000000,200007480,7480
3640,200000000,200007482,7482
3641,200000000,200007484,7484
3642,200000000,200007486,7486
3643,200000000,200007488,7488
3644,200000000,200007490,7490
3645,200000000,200007492,7492
3646,200000000,200007494,7494
3647,200000000,200007496,7496
3648,200000000,200007498,7498
3649,200000000,200007500,7500
3650,200000000,200007502,7502
3651,200000000,200007504,7504
3652,200000000,200007506,7506
3653,200000000,200007508,7508
3654,200000000,200007510,7510
3655,200000000,200007512,7512
3656,200000000,200007514,7514
3657,200000000,200007516,7516
3658,200000000,200007518,7518
3659,200000000,200007520,7520
3660,200000000,200007522,7522
3661,200000000,200007524,7524
3662,200000000,200007526,7526
3663,200000000,200007528,7528
3664,200000000,200007530,7530
3665,200000000,200007532,7532
3666,200000000,200007534,7534
3667,200000000,200007536,7536
3668,200000000,200007538,7538
3669,200000000,200007540,7540
3670,200000000,200007542,7542
3671,200000000,200007544,7544
3672,200000000,200007546,7546
3673,200000000,200007548,7548
3674,200000000,200007550,7550
3675,200000000,200007552,7552
3676,200000000,200007554,7554
3677,200000000,200007556,7556
3678,200000000,200007558,7558
3679,200000000,200007560,7560
3680,200000000,200007562,7562
3681,200000000,200007564,7564
3682,200000000,200007566,7566
3683,200000000,200007568,7568
3684,200000000,200007570,7570
3685,200000000,200007572,7572
3686,200000000,200007574,7574
3687,200000000,200007576,7576
3688,200000000,200007578,7578
3689,200000000,200007580,7580
3690,200000000,200007582,7582
3691,200000000,200007584,7584
3692,200000000,200007586,7586
3693,200000000,200007588,7588
3694,200000000,200007590,7590
3695,200000000,200007592,7592
3696,200000000,200007594,7594
3697,200000000,200007596,7596
3698,200000000,200007598,7598
3699,200000000,200007600,7600
3700,200000000,200007602,7602
3701,200000000,200007604,7604
3702,200000000,200007606,7606
3703,200000000,200007608,7608
3704,200000000,200007610,7610
3705,200000000,200007612,7612
3706,200000000,200007614,7614
3707,200000000,200007616,7616
3708,200000000,200007618,7618
3709,200000000,200007620,7620
3710,200000000,200007622,7622
3711,200000000,200007624,7624
3712,200000000,200007626,7626
3713,200000000,200007628,7628
3714,200000000,200007630,7630
3715,200000000,200007632,7632
3716,200000000,200007634,7634
3717,200000000,200007636,7636
3718,200000000,200007638,7638
3719,200000000,200007640,7640
3720,200000000,200007642,7642
3721,200000000,200007644,7644
3722,200000000,200007646,7646
3723,200000000,200007648,7648
3724,200000000,200007650,7650
3725,200000000,200007652,7652
3726,200000000,200007654,7654
3727,200000000,200007656,7656
3728,200000000,200007658,7658
3729,200000000,200007660,7660
3730,200000000,200007662,7662
3731,200000000,200007664,7664
3732,200000000,200007666,7666
3733,200000000,200007668,7668
3734,200000000,200007670,7670
3735,200000000,200007672,7672
3736,200000000,200007674,7674
3737,200000000,200007676,7676
3738,200000000,200007678,7678
3739,200000000,200007680,7680
3740,200000000,200007682,7682
3741,200000000,200007684,7684
3742,200000000,200007686,7686
3743,200000000,200007688,7688
3744,200000000,200007690,7690
3745,200000000,200007692,7692
3746,200000000,200007694,7694
3747,200000000,200007696,7696
3748,200000000,200007698,7698
3749,200000000,200007700,7700
3750,200000000,200007702,7702
3751,200000000,200007704,7704
3752,200000000,200007706,7706
3753,200000000,200007708,7708
3754,200000000,200007710,7710
3755,200000000,200007712,7712
3756,200000000,200007714,7714
3757,200000000,200007716,7716
3758,200000000,200007718,7718
3759,200000000,200007720,7720
3760,200000000,200007722,7722
3761,200000000,200007724,7724
3762,200000000,200007726,7726
3763,200000000,200007728,7728
3764,200000000,200007730,7730
3765,200000000,200007732,7732
3766,200000000,200007734,7734
3767,200000000,200007736,7736
3768,200000000,200007738,7738
3769,200000000,200007740,7740
3770,200000000,200007742,7742
3771,200000000,200007744,7744
3772,200000000,200007746,7746
3773,200000000,200007748,7748
3774,200000000,200007750,7750
3775,200000000,200007752,7752
3776,200000000,200007754,7754
3777,200000000,200007756,7756
3778,200000000,200007758,7758
3779,200000000,200007760,7760
3780,200000000,200007762,7762
3781,200000000,200007764,7764
3782,200000000,200007766,7766
3783,200000000,200007768,7768
3784,200000000,200007770,7770
3785,200000000,200007772,7772
3786,200000000,200007774,7774
3787,200000000,200007776,7776
3788,200000000,200007778,7778
3789,200000000,200007780,7780
3790,200000000,200007782,7782
3791,200000000,200007784,7784
3792,200000000,200007786,7786
3793,200000000,200007788,7788
3794,200000000,200007790,7790
3795,200000000,200007792,7792
3796,200000000,200007794,7794
3797,200000000,200007796,7796
3798,200000000,200007798,7798
3799,200000000,200007800,7800
3800,200000000,200007802,7802
3801,200000000,200007804,7804
3802,200000000,200007806,7806
3803,200000000,200007808,7808
3804,200000000,200007810,7810
3805,200000000,200007812,7812
3806,200000000,200007814,7814
3807,200000000,200007816,7816
3808,200000000,200007818,7818
3809,200000000,200007820,7820
3810,200000000,200007822,7822
3811,200000000,200007824,7824
3812,200000000,200007826,7826
3813,200000000,200007828,7828
3814,200000000,200007830,7830
3815,200000000,200007832,7832
3816,200000000,200007834,7834
3817,200000000,200007836,7836
3818,200000000,200007838,7838
3819,200000000,200007840,7840
3820,200000000,200007842,7842
3821,200000000,200007844,7844
3822,200000000,200007846,7846
3823,200000000,200007848,7848
3824,200000000,200007850,7850
3825,200000000,200007852,7852
3826,200000000,200007854,7854
3827,200000000,200007856,7856
3828,200000000,200007858,7858
3829,200000000,200007860,7860
3830,200000000,200007862,7862
3831,200000000,200007864,7864
3832,200000000,200007866,7866
3833,200000000,200007868,7868
3834,200000000,200007870,7870
3835,200000000,200007872,7872
3836,200000000,200007874,7874
3837,200000000,200007876,7876
3838,200000000,200007878,7878
3839,200000000,200007880,7880
3840,200000000,200007882,7882
3841,200000000,200007884,7884
3842,200000000,200007886,7886
3843,200000000,200007888,7888
3844,200000000,200007890,7890
3845,200000000,200007892,7892
3846,200000000,200007894,7894
3847,200000000,200007896,7896
3848,200000000,200007898,7898
3849,200000000,200007900,7900
3850,200000000,200007902,7902
3851,200000000,200007904,7904
3852,200000000,200007906,7906
3853,200000000,200007908,7908
3854,200000000,200007910,7910
3855,200000000,200007912,7912
3856,200000000,200007914,7914
3857,200000000,200007916,7916
3858,200000000,200007918,7918
3859,200000000,200007920,7920
3860,200000000,200007922,7922
3861,200000000,200007924,7924
3862,200000000,200007926,7926
3863,200000000,200007928,7928
3864,200000000,200007930,7930
3865,200000000,200007932,7932
3866,200000000,200007934,7934
3867,200000000,200007936,7936
3868,200000000,200007938,7938
3869,200000000,200007940,7940
3870,200000000,200007942,7942
3871,200000000,200007944,7944
3872,200000000,200007946,7946
3873,200000000,200007948,7948
3874,200000000,200007950,7950
3875,200000000,200007952,7952
3876,200000000,200007954,7954
3877,200000000,200007956,7956
3878,200000000,200007958,7958
3879,200000000,200007960,7960
3880,200000000,200007962,7962
3881,200000000,200007964,7964
3882,200000000,200007966,7966
3883,200000000,200007968,7968
3884,200000000,200007970,7970
3885,200000000,200007972,7972
3886,200000000,200007974,7974
3887,200000000,200007976,7976
3888,200000000,200007978,7978
3889,200000000,200007980,7980
3890,200000000,200007982,7982
3891,200000000,200007984,7984
3892,200000000,200007986,7986
3893,200000000,200007988,7988
3894,200000000,200007990,7990
3895,200000000,200007992,7992
3896,200000000,200007994,7994
3897,200000000,200007996,7996
3898,200000000,200007998,7998
3899,200000000,200008000,8000
3900,200000000,200008002,8002
3901,200000000,200008004,8004
3902,200000000,200008006,8006
3903,200000000,200008008,8008
3904,200000000,200008010,8010
3905,200000000,200008012,8012
3906,200000000,200008014,8014
3907,200000000,200008016,8016
3908,200000000,200008018,8018
3909,200000000,200008020,8020
3910,200000000,200008022,8022
3911,200000000,200008024,8024
3912,200000000,200008026,8026
3913,200000000,200008028,8028
3914,200000000,200008030,8030
3915,200000000,200008032,8032
3916,200000000,200008034,8034
3917,200000000,200008036,8036
3918,200000000,200008038,8038
3919,200000000,200008040,8040
3920,200000000,200008042,8042
3921,200000000,200008044,8044
3922,200000000,200008046,8046
3923,200000000,200008048,8048
3924,200000000,200008050,8050
3925,200000000,200008052,8052
3926,200000000,200008054,8054
3927,200000000,200008056,8056
3928,200000000,200008058,8058
3929,200000000,200008060,8060
3930,200000000,200008062,8062
3931,200000000,200008064,8064
3932,200000000,200008066,8066
3933,200000000,200008068,8068
3934,200000000,200008070,8070
3935,200000000,200008072,8072
3936,200000000,200008074,8074
3937,200000000,200008076,8076
3938,200000000,200008078,8078
3939,200000000,200008080,8080
3940,200000000,200008082,8082
3941,200000000,200008084,8084
3942,200000000,200008086,8086
3943,200000000,200008088,8088
3944,200000000,200008090,8090
3945,200000000,200008092,8092
3946,200000000,200008094,8094
3947,200000000,200008096,8096
3948,200000000,200008098,8098
3949,200000000,200008100,8100
3950,200000000,200008102,8102
3951,200000000,200008104,8104
3952,200000000,200008106,8106
3953,200000000,200008108,8108
3954,200000000,200008110,8110
3955,200000000,200008112,8112
3956,200000000,200008114,8114
3957,200000000,200008116,8116
3958,200000000,200008118,8118
3959,200000000,200008120,8120
3960,200000000,200008122,8122
3961,200000000,200008124,8124
3962,200000000,200008126,8126
3963,200000000,200008128,8128
3964,200000000,200008130,8130
3965,200000000,200008132,8132
3966,200000000,200008134,8134
3967,200000000,200008136,8136
3968,200000000,200008138,8138
3969,200000000,200008140,8140
3970,200000000,200008142,8142
3971,200000000,200008144,8144
3972,200000000,200008146,8146
3973,200000000,200008148,8148
3974,200000000,200008150,8150
3975,200000000,200008152,8152
3976,200000000,200008154,8154
3977,200000000,200008156,8156
3978,200000000,200008158,8158
3979,200000000,200008160,8160
3980,200000000,200008162,8162
3981,200000000,200008164,8164
3982,200000000,200008166,8166
3983,200000000,200008168,8168
3984,200000000,200008170,8170
3985,200000000,200008172,8172
3986,200000000,200008174,8174
3987,200000000,200008176,8176
3988,200000000,200008178,8178
3989,200000000,200008180,8180
3990,200000000,200008182,8182
3991,200000000,200008184,8184
3992,200000000,200008186,8186
3993,200000000,200008188,8188
3994,200000000,200008190,8190
